order_id,customer_name,items,total_price,status
88685d80-bc1c-40cb-b1d9-c1e3a333d142,Angela Mendoza,"[{""name"": ""fries"", ""price"": 4.99, ""quantity"": 3}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 1}]",88.87,COMPLETED
3727b7b3-29dd-4754-9d38-2a6345791e2f,Justin Turner,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 1}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 3}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 3}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 3}]",92.9,COMPLETED
09a524b8-c89a-4d64-b31c-22abc45476fc,Scott Rhodes,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 2}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 2}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 1}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 1}]",58.94,COMPLETED
ace6a029-6b3b-4d22-b826-add2937bb0b1,Austin Warren,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 1}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 3}]",60.93,COMPLETED
71f4ba78-4520-4963-8aa9-f7e6097fc610,Robert Jones,"[{""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 2}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}]",41.94,COMPLETED
34468f98-feea-4fa8-b47a-51fd41c27340,Travis Cannon,"[{""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 1}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 3}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 3}]",75.93,COMPLETED
2a8eb2d2-ca1d-4c69-841b-c658983b907d,Joe Morales,"[{""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 3}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 2}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 1}]",70.93,COMPLETED
3ee735ee-8463-43d2-959a-16d6df66d668,Alexander Gregory,"[{""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 1}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 2}]",46.96,COMPLETED
903c57a5-09e7-408d-991c-10f184a04d72,Lisa Chavez,"[{""name"": ""coke"", ""price"": 2.99, ""quantity"": 1}]",2.99,COMPLETED
fbd6cd50-3d6a-47f9-935c-a82434d1cb41,Michael Miller,"[{""name"": ""burger"", ""price"": 10.99, ""quantity"": 1}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 1}]",58.95,COMPLETED
15f5f1b2-b2cb-4ab3-aedf-3220196dd429,Scott Branch,"[{""name"": ""fries"", ""price"": 4.99, ""quantity"": 2}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 1}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 2}]",43.95,COMPLETED
e9a1ed7e-ce78-4140-9d4a-b07061755328,Norman Perry,"[{""name"": ""coke"", ""price"": 2.99, ""quantity"": 2}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 2}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 2}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 2}]",59.92,COMPLETED
a67447fc-11c9-481e-b3b3-e6c50bc7d87b,Jordan Taylor,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 1}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 3}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 3}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 2}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 2}]",109.89,COMPLETED
006f9e69-d895-4a57-8c52-3d6a99337037,Lauren Odom,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 1}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 2}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 2}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}]",79.91,COMPLETED
4bf987ce-26d8-4a0f-a45b-6529265078f7,Greg Knight,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 2}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 2}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 1}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 2}]",68.9,COMPLETED
0678d129-7649-42e6-ba78-e9f055653d75,Victor Nichols,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 2}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}]",32.95,COMPLETED
c2138e3c-32cd-46fd-a3ed-0e3f615aea39,Andrew Santiago,"[{""name"": ""fries"", ""price"": 4.99, ""quantity"": 2}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 1}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}]",57.91,COMPLETED
a6965d53-dc10-4356-82ab-6ae8b9a9d75e,Paul Brown,"[{""name"": ""fries"", ""price"": 4.99, ""quantity"": 3}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 3}]",41.94,COMPLETED
c71016e4-0b22-474b-b61b-50317c62caad,Amy Horn,"[{""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 1}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 2}]",15.97,COMPLETED
fc109be8-06ea-44f8-9060-fe1b46dd78f3,Edward Morrison,"[{""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}]",8.97,COMPLETED
b4c3d020-5d0e-462e-bcc2-e8c97444d322,Philip Craig,"[{""name"": ""burger"", ""price"": 10.99, ""quantity"": 3}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 2}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}]",118.89,COMPLETED
5123797d-1e21-4c46-90e5-22e1170b100b,Susan Taylor,"[{""name"": ""burger"", ""price"": 10.99, ""quantity"": 1}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}]",23.98,COMPLETED
58d65843-2881-49a0-8e02-70193bd5d027,Lori Martinez,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 1}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 2}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 1}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 2}]",70.91,COMPLETED
59735fd0-4c84-4e94-8e96-3bcd8b5eb4b1,Lawrence Ramsey,"[{""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 3}]",44.94,COMPLETED
263e48ef-0b45-4be5-b5dd-4225d205d8ab,Christine Brooks,"[{""name"": ""fries"", ""price"": 4.99, ""quantity"": 2}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 2}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 1}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 1}]",41.94,COMPLETED
619b72ed-c453-4e27-bad0-29d7573a58f9,Lee Morrison,"[{""name"": ""pizza"", ""price"": 12.99, ""quantity"": 3}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 2}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 1}]",67.94,COMPLETED
4603d96a-1839-4512-b743-22968d1c99f1,Kathleen Mccann,"[{""name"": ""fries"", ""price"": 4.99, ""quantity"": 1}]",4.99,COMPLETED
04f07dc3-e826-4131-99a2-3764376f726e,Jennifer Lewis,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 2}]",23.98,COMPLETED
e5331496-6fa1-4c9a-b8c2-9593f229b76b,Lisa Thomas,"[{""name"": ""burger"", ""price"": 10.99, ""quantity"": 2}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 1}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 1}]",79.93,COMPLETED
fbe6bd02-65ec-46aa-93ff-1262b023b5c5,Kelli Torres,"[{""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 2}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 3}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 2}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 1}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 3}]",104.89,COMPLETED
30b3d5b2-cdd0-4e49-a4a4-796a1cf2cedb,Tracy Bates,"[{""name"": ""burger"", ""price"": 10.99, ""quantity"": 1}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 3}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 2}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 3}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}]",91.9,COMPLETED
0aa4a631-78b5-49ef-9f86-8477e0ab81aa,Matthew Castro,"[{""name"": ""coke"", ""price"": 2.99, ""quantity"": 1}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 1}]",83.92,COMPLETED
dafc43ff-45ec-468a-93b5-57923f2a0499,Vickie Rosales,"[{""name"": ""burger"", ""price"": 10.99, ""quantity"": 2}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 2}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 2}]",53.94,COMPLETED
2b0fd0e9-818c-4b89-baee-b83ac83df542,Elaine Howard,"[{""name"": ""coke"", ""price"": 2.99, ""quantity"": 1}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 1}]",11.98,COMPLETED
f7995e26-942a-4665-9d83-b3ce32d9f287,Susan Garcia,"[{""name"": ""fries"", ""price"": 4.99, ""quantity"": 1}]",4.99,COMPLETED
1c1d0a2a-b0e6-450d-8aa0-155cccd0ac88,Bradley Briggs,"[{""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}]",51.93,COMPLETED
60bdb57f-6b85-4c47-af1e-fde325dd55a4,Ricky Owens,"[{""name"": ""pizza"", ""price"": 12.99, ""quantity"": 2}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 2}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 1}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 2}]",73.92,COMPLETED
cff368a6-1eb4-4948-a68c-2980aed94133,Christina Hawkins,"[{""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 3}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 2}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 2}]",80.89,COMPLETED
eab84e07-f7aa-45eb-8b3f-da01f416b1c1,David Wood,"[{""name"": ""burger"", ""price"": 10.99, ""quantity"": 1}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}]",23.98,COMPLETED
30c88887-a16f-40cf-89a0-401487a72746,Kelly Miller,"[{""name"": ""pizza"", ""price"": 12.99, ""quantity"": 3}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 3}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}]",78.93,COMPLETED
cc6cae8b-6ebf-4752-ac03-1bc9f444a106,Leslie Clark,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 2}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 1}]",28.97,COMPLETED
585b837b-f1d0-408f-8433-b00c7f6be4f5,Jennifer Russell,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}]",35.97,COMPLETED
9c2133e4-4244-43d3-b525-f4fdd5761504,Jordan Smith,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 2}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 3}]",62.95,COMPLETED
9ebd35d4-a3f4-43f2-a7f8-16e3f349f189,Mary Wilson,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}]",48.96,COMPLETED
d6b9a20e-eb21-474a-b408-ede67fccd7b5,Gloria Payne,"[{""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 2}]",19.98,COMPLETED
265b14da-5f1b-48d7-b5be-676853a1a855,Donald Hansen,"[{""name"": ""pizza"", ""price"": 12.99, ""quantity"": 2}]",25.98,COMPLETED
3e169522-0530-4826-84b5-e6361d562d8f,Stefanie Rodriguez,"[{""name"": ""pizza"", ""price"": 12.99, ""quantity"": 2}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 3}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 1}]",115.88,COMPLETED
674e0a60-2e3e-4325-976a-88e9b02b0fd6,Meghan Valdez,"[{""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 2}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 1}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 3}]",46.91,COMPLETED
cf1be5d5-7989-4806-93e1-a1a47de666d0,Daniel Dunn,"[{""name"": ""pizza"", ""price"": 12.99, ""quantity"": 2}]",25.98,COMPLETED
955b024e-bf3f-4c53-8628-f2505c179c72,Lisa Reyes,"[{""name"": ""coke"", ""price"": 2.99, ""quantity"": 1}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 2}]",26.97,COMPLETED
354e5e2c-9478-4c44-bf9d-e9d63d42705f,Carrie Spencer,"[{""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 2}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 1}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 3}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 2}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 1}]",98.91,COMPLETED
5116e0e1-b180-433e-8d11-d082ac7928ea,Matthew Morales,"[{""name"": ""burger"", ""price"": 10.99, ""quantity"": 1}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 1}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}]",43.95,COMPLETED
7ac7b5e1-3998-45c6-b69f-29ff36eb816e,Terri Quinn,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 2}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 1}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 2}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}]",102.89,COMPLETED
fe6e2729-dfe8-4d3e-83ed-94c26157ce4d,Carol Jones,"[{""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}]",29.97,COMPLETED
6a26119e-40e5-4a9d-9a3b-74fd401fb2e0,Stephanie Sanchez,"[{""name"": ""burger"", ""price"": 10.99, ""quantity"": 2}]",21.98,COMPLETED
1e6ae228-712c-4f30-ae0b-7e5e4aaa3b4d,David Casey,"[{""name"": ""fries"", ""price"": 4.99, ""quantity"": 2}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 3}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}]",75.89,COMPLETED
de781f5a-9af1-4cb7-a53c-713dc2e2945a,Tara Johnson,"[{""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 2}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 3}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 2}]",50.93,COMPLETED
805030f3-bb06-45ef-9eb9-f65a8c14debf,Shawna Arellano,"[{""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 2}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}]",28.95,COMPLETED
eb8a523e-ba9f-4977-8c0c-857cf57ad263,Gabriel Osborn,"[{""name"": ""coke"", ""price"": 2.99, ""quantity"": 1}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 1}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 1}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}]",55.94,COMPLETED
6c85833c-5f1d-49da-afd8-87eedc3e5833,Jaime Campbell,"[{""name"": ""pizza"", ""price"": 12.99, ""quantity"": 3}]",38.97,COMPLETED
f678a62f-ec58-4a6e-ba19-c339d20be5a0,Courtney Simpson,"[{""name"": ""fries"", ""price"": 4.99, ""quantity"": 2}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 2}]",33.96,COMPLETED
d763fb73-e0bf-4d01-941f-7819bcd4cbd0,Lee Ortiz,"[{""name"": ""pizza"", ""price"": 12.99, ""quantity"": 2}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 2}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 3}]",78.93,COMPLETED
738dd522-4f6e-419c-87c6-661fcc740659,Melody Franklin,"[{""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 2}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 3}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 1}]",65.94,COMPLETED
fc28f1ac-f9a7-4977-a8a7-95ea80625540,Andrew Miller,"[{""name"": ""burger"", ""price"": 10.99, ""quantity"": 3}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 2}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 3}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}]",125.89,COMPLETED
b345aa76-e493-42d5-9634-7a5c034d0e90,David Johnson,"[{""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 3}]",26.97,COMPLETED
26ac12ae-0a37-4961-ae10-8cd5b82f4b2b,Mark Shepherd,"[{""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 2}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 2}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 3}]",51.9,COMPLETED
17c0d562-1c70-4069-8fe1-291a304d5bb2,Melissa Tyler,"[{""name"": ""coke"", ""price"": 2.99, ""quantity"": 2}]",5.98,COMPLETED
7b20abd6-aa92-44d0-90ae-ff97fad098e3,William Novak,"[{""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 1}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 1}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 1}]",22.97,COMPLETED
4fa2aa52-5ea0-46d1-b2c9-b371730edbe0,Erica Cardenas,"[{""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 1}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 1}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 2}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 1}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 2}]",78.93,COMPLETED
8ec4206f-ecf0-4d87-a517-5018f165513b,Alyssa Leonard,"[{""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}, {""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 1}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 1}]",23.95,COMPLETED
bc910d08-e3d8-4767-a00e-8352455e6f7a,Margaret Gibson,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 1}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}]",41.96,COMPLETED
ee08c0bb-bf80-4a8a-a6e7-e88607de9fe2,Christopher Carter,"[{""name"": ""burger"", ""price"": 10.99, ""quantity"": 3}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 1}]",67.93,COMPLETED
b42c1eb9-2ba2-4d8c-a0fd-b0ef131aed01,Anthony Bautista,"[{""name"": ""pizza"", ""price"": 12.99, ""quantity"": 2}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 2}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}]",60.95,COMPLETED
fffbd84d-cba9-4910-9ce6-3e20d029e8ba,Timothy Gilbert,"[{""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 3}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 3}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 1}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 2}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 2}]",106.89,COMPLETED
0b3a88bf-a3f7-4f21-839b-8f388ff600ce,James Lambert,"[{""name"": ""burger"", ""price"": 10.99, ""quantity"": 3}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 1}, {""name"": ""fries"", ""price"": 4.99, ""quantity"": 1}, {""name"": ""burger"", ""price"": 10.99, ""quantity"": 1}]",53.94,COMPLETED
2b97f374-800f-4eb3-9031-e598d878ed91,Kevin Johnson,"[{""name"": ""burger"", ""price"": 10.99, ""quantity"": 1}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 3}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 1}]",47.95,COMPLETED
74d04d8a-4a32-47ef-8447-afdfe7b0271f,Courtney Johnson,"[{""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 2}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 1}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 3}]",83.91,COMPLETED
84959417-4871-4328-837a-62923ac30459,Victoria Brown,"[{""name"": ""coke"", ""price"": 2.99, ""quantity"": 1}]",2.99,COMPLETED
7fb556ed-791a-49b7-8cc5-5d3a6484d456,Thomas Guzman,"[{""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 1}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}]",38.96,COMPLETED
ffbb05d6-b8f1-49ba-b9d6-f592294867e8,Sharon Dixon,"[{""name"": ""coke"", ""price"": 2.99, ""quantity"": 1}, {""name"": ""coke"", ""price"": 2.99, ""quantity"": 3}, {""name"": ""pizza"", ""price"": 12.99, ""quantity"": 1}]",24.95,COMPLETED
24b26fe1-8df1-4b77-b72c-ff0e9b05fe47,Bradley Chan,"[{""name"": ""spaghetti bolognese"", ""price"": 11.99, ""quantity"": 2}, {""name"": ""nasi goreng"", ""price"": 8.99, ""quantity"": 1}, {""name"": ""fried chicken"", ""price"": 9.99, ""quantity"": 3}]",62.94,COMPLETED
